"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"91","Please retweet and sign the petition to protect this endangered species from abominations like this hunter. https://t.co/3jeij0Jyg9",FALSE,0,NA,2017-10-28 20:49:40,FALSE,NA,"924377651380412418",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mennalux",2,FALSE,FALSE,NA,NA
"92","By 2020, The Body Shop will build 10 new #BioBridges to protect &amp; reconnect endangered species. Find out more here:… https://t.co/bygavzb34D",FALSE,19,NA,2017-10-28 19:38:01,TRUE,NA,"924359620621152258",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Prod1</a>","TheBodyShop",4,FALSE,FALSE,NA,NA
"93","@XHNews Excellent, China is take all the necessary measure to protect the endangered species within Chinese territo… https://t.co/y51VbpPwvT",FALSE,0,"XHNews",2017-10-28 18:44:27,TRUE,"924247345755250688","924346138437681152","487118986","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mahmoodlone1",0,FALSE,FALSE,NA,NA
"94","Endangered Species Act: Last line of defense to keep wildlife from extinction

Let's protect it <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>… https://t.co/rEBJBhNxJC RacingXtinction…",FALSE,0,NA,2017-10-28 16:42:37,FALSE,NA,"924315476251070464",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","EndangeredBox",0,FALSE,FALSE,NA,NA
"95","Endangered Species Act: Last line of defense to keep wildlife from extinction

Let's protect it <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>… https://t.co/9AOWJT12HD",FALSE,39,NA,2017-10-28 16:38:21,TRUE,NA,"924314405554343936",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","RacingXtinction",61,FALSE,FALSE,NA,NA
"96","@ConBiology @KRBurgio A lesson to protect the endangered species!",FALSE,1,"ConBiology",2017-10-28 15:04:19,FALSE,"923636043802431488","924290738917167104","1608950586","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArapChumo",0,FALSE,FALSE,NA,NA
"97","@XHNews Beautiful but endangered species due to #climatechange , protect #snowleopards by reducing #environmentalpollution",FALSE,2,"XHNews",2017-10-28 12:39:04,FALSE,"924247345755250688","924254187260731392","487118986","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chitrali19",0,FALSE,FALSE,NA,NA
"98","@KP24 Endangered species are our friends - We all have a responsibility to protect them, for their sake and for our own future generations <ed><U+00A0><U+00BE><ed><U+00B6><U+008F>",FALSE,0,"KP24",2017-10-28 08:31:03,FALSE,"924148918547615744","924191772145831936","171117515","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SerpentSatin616",0,FALSE,FALSE,NA,NA
"99","Tell Congress to Protect the Endangered Species Act https://t.co/Kb3ha8ktPi",FALSE,0,NA,2017-10-28 08:17:18,FALSE,NA,"924188311220097024",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","tutwilliams1",0,FALSE,FALSE,NA,NA
"100","'You can only protect species when you protect their habitat' Oystein Storkerson says at #cmscop12 @BonnConvention @UNEP",FALSE,4,NA,2017-10-28 06:39:04,FALSE,NA,"924163587597262848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShiftingValues",1,FALSE,FALSE,NA,NA
"101","Want to protect an endangered species? One order before 11th Dec will receive a golden acorn and the adoption of an endangered red squirrel!",FALSE,0,NA,2017-10-28 06:14:49,FALSE,NA,"924157484855463936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twannachew1182",0,FALSE,FALSE,NA,NA
"102","In Boise National Forest, Environmental Groups Sue to Protect Endangered Species https://t.co/AZNPf0FJR6",FALSE,0,NA,2017-10-28 02:51:44,FALSE,NA,"924106377903124480",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BananaBeltNW",0,FALSE,FALSE,NA,NA
"103","Lawsuit Filed to Protect Endangered Species from Neonicotinoid Pesticides https://t.co/20XBH631x7",FALSE,0,NA,2017-10-28 01:31:01,FALSE,NA,"924086067564818432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MrJackBrass",0,FALSE,FALSE,NA,NA
"104","@SOSnationalpark IF YOU DON'T PROTECT THE VALLEY BOTTOM, WHERE THE ENDANGERED SPECIES ARE, RABBITS, OWLS, SNAKES.......WHY BOTHER ?",FALSE,0,"SOSnationalpark",2017-10-28 00:33:54,FALSE,NA,"924071692019757057","790991977785413632","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dougdougiedoug1",0,FALSE,FALSE,NA,NA
"105","earl sweatshirt is an endangered species. protect that goat at all costs.",FALSE,11,NA,2017-10-27 23:21:15,FALSE,NA,"924053410873298944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","el_teee_",13,FALSE,FALSE,NA,NA
"106","#CAWater system status quo harms #Delta habitats. Upgrading via #CAWaterFix is vital to protect endangered species
https://t.co/HEL5RRGulA",FALSE,1,NA,2017-10-27 22:34:05,FALSE,NA,"924041539965239296",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SecureWaterCA",0,FALSE,FALSE,NA,NA
"107","GPO  - Liberals Fail to Protect Endangered Species in Ontario https://t.co/iRwkGcn1jV via @YouTube",FALSE,0,NA,2017-10-27 20:51:00,FALSE,NA,"924015597280571392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","44scottEdward",0,FALSE,FALSE,NA,NA
"108",".@basilseggos How is NYS going to protect endangered species like the bog turtle when DEC is allowing FERC to overr… https://t.co/arglwJFreY",FALSE,1,NA,2017-10-27 20:32:04,TRUE,NA,"924010834535337990",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jirish",3,FALSE,FALSE,NA,NA
"109","<U+203C><U+FE0F>Protect Endangered Species from the GOP<U+203C><U+FE0F> LOOK<U+25B6><U+FE0F>https://t.co/Jwj8SPgNC9 #Indivisible #endangeredspecies #WOLVES… https://t.co/QhpAvXBF7U",FALSE,46,NA,2017-10-27 18:31:01,TRUE,NA,"923980370432868352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IndivisibleVent",79,FALSE,FALSE,NA,NA
"110","In Boise National Forest, Environmental Groups Sue to Protect Endangered Species https://t.co/KUEn2aaoyP",FALSE,0,NA,2017-10-27 18:00:59,FALSE,NA,"923972809684111360",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","boisedailynews",0,FALSE,FALSE,NA,NA
"111","URGENT: Endangered Species Act under threat. Tell Congress to protect wildlife + support ESA integrity https://t.co/S7WPwljVt2 via @wwf_act",FALSE,0,NA,2017-10-27 17:22:25,FALSE,NA,"923963105859768321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pryncesskrisa",0,FALSE,FALSE,NA,NA
"112","We've helped protect millions of acres of wilderness as well as helped pass the Clean Air, Clean Water, and Endangered Species Act.",FALSE,0,NA,2017-10-27 14:49:42,FALSE,NA,"923924672156225536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThaSierraClub",0,FALSE,FALSE,NA,NA
"113","URGENT: Endangered Species Act under threat. Tell Congress to protect wildlife + support ESA integrity https://t.co/6ks11gIo8K via @wwf_act",FALSE,0,NA,2017-10-27 14:34:56,FALSE,NA,"923920957814857728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CatherineJMSacc",0,FALSE,FALSE,NA,NA
"114","Understand how #EarthObservation techniques can be used to protect endangered species @EO4wildlife #GEOweek17  https://t.co/dGuNzAItEm&amp;",FALSE,2,NA,2017-10-27 13:49:06,FALSE,NA,"923909423046823943",NA,"<a href=""http://www.oktopost.com"" rel=""nofollow"">Oktopost</a>","laurajanefau",0,FALSE,FALSE,NA,NA
"115","The Liberals have failed to protect endangered species in Ontario. This is unacceptable. #onpoli

Watch more here: https://t.co/KtXyO25Z5D",FALSE,3,NA,2017-10-27 12:59:59,FALSE,NA,"923897060553658369",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OntarioGreens",1,FALSE,FALSE,NA,NA
"116","<ed><U+00A0><U+00BC><ed><U+00BC><U+00B3><ed><U+00A0><U+00BC><ed><U+00BC><U+00B1><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>The world's botanic gardens contain about 1/3 of all known plants &amp; help protect 40% of endangered species, a st… https://t.co/yJuN6apCiX",FALSE,0,NA,2017-10-27 10:27:13,TRUE,NA,"923858615286620160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","edu4sustain",0,FALSE,FALSE,NA,NA
"117","@squintneon Endangered species? must protect them at the place that you have suggested.",FALSE,0,"squintneon",2017-10-27 07:54:02,FALSE,"923797219177742336","923820067657154560","914366751831478272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rajiv_shastri",0,FALSE,FALSE,NA,NA
"118","Gotta protect the QB like they're an endangered species. Fuck outta here",FALSE,0,NA,2017-10-27 02:07:37,FALSE,NA,"923732888985665537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SweetLuCruisin",0,FALSE,FALSE,NA,NA
"119","Wonderful outcome of lawsuit to protect Endangered Jaguar! When needed @CenterForBioDiv takes it to the Courts to p… https://t.co/NwyCVn7siY",FALSE,1,NA,2017-10-27 00:15:40,TRUE,NA,"923704715019370496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aletaforhorses",0,FALSE,FALSE,NA,NA
"120","Securing H2O infrastructure via #CAWaterFix will help protect the #Delta &amp; endangered species. Learn more:
https://t.co/HEL5RRGulA",FALSE,0,NA,2017-10-27 00:01:11,FALSE,NA,"923701072903811073",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SecureWaterCA",0,FALSE,FALSE,NA,NA
"121","URGENT: Endangered Species Act under threat. Tell Congress to protect wildlife + support ESA integrity https://t.co/ijdnhxwrTF via @wwf_act",FALSE,0,NA,2017-10-26 21:31:36,FALSE,NA,"923663428878831616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashabot",0,FALSE,FALSE,NA,NA
